payment_id,policy_id,customer_id,agent_id,payment_date,payment_amount,payment_mode,payment_status,receipt_number,is_duplicate_receipt,premium_remitted_to_insurer,remittance_delay_days,fraud_flag,fraud_type
PAY000935,POL000328,CUST001361,AGT00288,2024-09-27,17760,Cheque,Success,RCPT969464,False,True,1,False,None
PAY000936,POL000967,CUST000710,AGT00044,2025-06-21,25512,Card,Success,RCPT611780,False,True,2,False,None
PAY000937,POL000781,CUST002613,AGT00330,2026-07-11,4361,UPI,Success,RCPT558152,False,True,1,False,None
PAY000938,POL000730,CUST002675,AGT00084,2023-02-16,7719,NEFT,Success,RCPT843320,False,True,2,False,None
PAY000939,POL000254,CUST000331,AGT00138,2025-07-06,51827,Cheque,Success,RCPT697276,False,True,2,False,None
PAY000940,POL000440,CUST000339,AGT00375,2022-05-21,20113,UPI,Success,RCPT388618,False,True,0,False,None
PAY000941,POL000571,CUST003011,AGT00369,2025-06-19,35655,Cheque,Success,RCPT532102,False,True,2,False,None
PAY000942,POL000544,CUST002353,AGT00168,2023-06-27,114259,NEFT,Success,RCPT721697,False,True,0,False,None
PAY000943,POL000851,CUST001169,AGT00338,2026-06-20,53195,Card,Success,RCPT862103,False,True,1,False,None
PAY000944,POL000120,CUST001868,AGT00116,2026-05-03,16250,Cash,Success,RCPT221483,False,True,1,False,None
PAY000945,POL000975,CUST002377,AGT00202,2023-02-07,3818,Cash,Bounced,RCPT877092,False,True,0,True,Bounced Cheque Used for Coverage
PAY000946,POL000822,CUST002356,AGT00028,2025-04-14,43496,Cash,Success,RCPT602972,False,True,2,False,None
PAY000947,POL000514,CUST003145,AGT00340,2024-08-19,10049,Cheque,Success,RCPT114426,False,True,1,False,None
PAY000948,POL000630,CUST001048,AGT00192,2025-05-28,51949,UPI,Success,RCPT226689,False,True,2,False,None
PAY000949,POL000549,CUST002070,AGT00322,2025-02-23,17699,Cheque,Success,RCPT654829,False,True,2,False,None
PAY000950,POL000979,CUST002494,AGT00202,2025-09-14,14870,NEFT,Bounced,RCPT437060,False,True,2,True,Bounced Cheque Used for Coverage
PAY000951,POL000097,CUST000864,AGT00191,2024-07-18,15739,UPI,Success,RCPT487619,False,True,1,False,None
PAY000952,POL000871,CUST001054,AGT00263,2022-04-22,56705,UPI,Success,RCPT330729,False,True,1,False,None
PAY000953,POL000370,CUST002195,AGT00171,2024-02-06,23415,Cheque,Success,RCPT963772,False,True,2,False,None
PAY000954,POL000417,CUST002631,AGT00164,2025-07-30,30262,UPI,Success,RCPT343791,False,True,0,False,None
PAY000955,POL000257,CUST003018,AGT00077,2022-07-21,140382,UPI,Success,RCPT612933,False,True,0,False,None
PAY000956,POL000128,CUST001068,AGT00176,2022-08-03,10778,UPI,Success,RCPT191092,False,True,0,False,None
PAY000957,POL000359,CUST002692,AGT00268,2023-05-04,80843,NEFT,Success,RCPT760325,False,True,2,False,None
PAY000958,POL000156,CUST002992,AGT00190,2022-01-16,10870,Cash,Success,RCPT558920,False,True,0,False,None
PAY000959,POL000657,CUST000663,AGT00207,2023-09-20,4346,Cash,Success,RCPT222400,False,True,1,False,None
PAY000960,POL000057,CUST003199,AGT00103,2026-08-09,4242,UPI,Success,RCPT275196,False,True,0,False,None
PAY000961,POL000582,CUST000442,AGT00344,2025-07-20,26209,UPI,Success,RCPT509978,False,True,0,False,None
PAY000962,POL000948,CUST003070,AGT00212,2025-05-09,45309,Card,Success,RCPT429612,False,True,2,False,None
PAY000963,POL000556,CUST000047,AGT00057,2025-07-30,12171,Card,Success,RCPT638501,True,True,1,True,Fake Payment Receipt Submitted
PAY000964,POL000724,CUST002976,AGT00280,2025-08-26,26584,UPI,Success,RCPT264033,False,True,1,False,None
PAY000965,POL000687,CUST002349,AGT00356,2026-03-27,38982,Cheque,Success,RCPT386983,False,True,0,False,None
PAY000966,POL000653,CUST002722,AGT00167,2025-03-23,36094,Cheque,Success,RCPT523158,False,True,2,False,None
PAY000967,POL000076,CUST001733,AGT00379,2024-03-17,13010,Card,Success,RCPT392469,False,True,2,False,None
PAY000968,POL000158,CUST003105,AGT00136,2022-11-27,17243,Cheque,Success,RCPT191583,False,True,0,False,None
PAY000969,POL000085,CUST001327,AGT00234,2025-03-08,18549,Card,Success,RCPT110207,False,True,1,False,None
PAY000970,POL000322,CUST000677,AGT00340,2025-01-08,25863,NEFT,Success,RCPT982403,False,True,1,False,None
PAY000971,POL000309,CUST003141,AGT00344,2024-10-07,22609,UPI,Success,RCPT563368,False,True,1,False,None
PAY000972,POL000530,CUST000258,AGT00324,2026-07-25,12702,NEFT,Success,RCPT727606,False,True,2,False,None
PAY000973,POL000284,CUST002468,AGT00100,2026-04-03,111927,UPI,Success,RCPT304486,False,False,198,True,Premium Diversion by Agent
PAY000974,POL000900,CUST001635,AGT00023,2022-06-25,17141,Card,Success,RCPT508030,False,True,2,False,None
PAY000975,POL000042,CUST002564,AGT00103,2025-04-27,89683,UPI,Success,RCPT379828,False,True,1,False,None
PAY000976,POL000894,CUST001618,AGT00346,2024-05-22,23332,NEFT,Success,RCPT791328,False,False,216,True,Premium Diversion by Agent
PAY000977,POL000885,CUST000444,AGT00005,2026-06-23,16989,NEFT,Bounced,RCPT889805,False,True,1,True,Bounced Cheque Used for Coverage
PAY000978,POL000134,CUST002547,AGT00121,2024-08-27,46693,UPI,Success,RCPT190685,False,True,0,False,None
PAY000979,POL000614,CUST001737,AGT00081,2022-03-09,10044,Cheque,Success,RCPT732321,False,True,1,False,None
PAY000980,POL000649,CUST000310,AGT00182,2026-05-04,11058,Cash,Success,RCPT986119,False,True,0,False,None
PAY000981,POL000404,CUST001797,AGT00335,2023-07-31,29170,Cash,Success,RCPT639466,False,True,2,False,None
PAY000982,POL000493,CUST000965,AGT00212,2022-04-21,6425,NEFT,Success,RCPT388100,False,True,2,False,None
PAY000983,POL000222,CUST000093,AGT00197,2023-01-31,4308,Card,Success,RCPT664980,True,True,2,True,Fake Payment Receipt Submitted
PAY000984,POL000229,CUST003178,AGT00292,2023-01-05,18464,UPI,Success,RCPT668407,False,True,1,False,None
PAY000985,POL000806,CUST000988,AGT00088,2025-03-21,3740,Card,Success,RCPT453779,False,True,0,False,None
PAY000986,POL000452,CUST000373,AGT00338,2026-06-10,6917,UPI,Success,RCPT629279,False,True,2,False,None
PAY000987,POL000998,CUST001922,AGT00251,2026-01-30,3782,Cash,Success,RCPT891634,False,True,2,False,None
PAY000988,POL000306,CUST001691,AGT00188,2026-01-28,6123,Cheque,Success,RCPT751780,False,True,0,False,None
PAY000989,POL000828,CUST002882,AGT00143,2025-10-06,12682,Card,Success,RCPT382460,False,True,1,False,None
PAY000990,POL000909,CUST001672,AGT00070,2024-03-10,65920,UPI,Success,RCPT653983,False,True,2,False,None
PAY000991,POL000119,CUST001535,AGT00176,2022-06-18,23068,Cheque,Reversed,RCPT943564,False,True,1,True,Duplicate/Unauthorized Refund Claimed
PAY000992,POL000611,CUST001594,AGT00111,2022-02-01,10188,UPI,Success,RCPT888042,False,True,1,False,None
PAY000993,POL000862,CUST001942,AGT00299,2022-09-17,23144,Card,Success,RCPT226092,False,True,1,False,None
PAY000994,POL000938,CUST000766,AGT00125,2022-01-29,38292,UPI,Success,RCPT510204,False,True,2,False,None
PAY000995,POL000324,CUST001831,AGT00338,2024-03-29,3297,Cash,Success,RCPT195862,False,True,2,False,None
PAY000996,POL000921,CUST001678,AGT00246,2025-11-28,143148,UPI,Success,RCPT878015,False,True,0,False,None
PAY000997,POL000159,CUST002378,AGT00281,2025-02-07,10040,Cheque,Success,RCPT297228,False,True,0,False,None
PAY000998,POL000239,CUST002059,AGT00085,2022-10-12,35981,UPI,Success,RCPT508551,False,True,1,False,None
PAY000999,POL000396,CUST002725,AGT00162,2023-06-04,9028,Card,Success,RCPT889034,False,True,2,False,None
PAY001000,POL000320,CUST001864,AGT00010,2025-03-15,15728,UPI,Success,RCPT978727,False,True,1,False,None
